"BusinessID","BusinessName","Industry","Location","FounderAge","YearsInOperation","MonthlyRevenue","TotalFunding","EmployeeCount","CustomerCount","SuccessScore","GrowthRate","RegistrationDate"
"580","Biz_9641","Education","Mafeteng","20","1","17325","122756","9","136","58","1.34","2024-05-17"
"581","Biz_1857","Healthcare","Maseru","31","1","49269","48888","11","13","50","0.72","2023-07-13"
"582","Biz_8250","Healthcare","Maseru","23","4","193773","111023","8","131","33","1.71","2025-05-29"
"583","Biz_8787","Agriculture","Maseru","27","0","10063","91658","12","382","36","1.95","2024-09-28"
"584","Biz_8397","Agriculture","Mafeteng","34","2","134582","79005","4","242","7","0.36","2025-06-07"
"585","Biz_5619","Technology","Leribe","32","6","28759","143277","10","40","96","1.7","2020-11-20"
"586","Biz_5381","Healthcare","Berea","29","6","101190","85180","4","470","99","0.85","2021-06-23"
"587","Biz_0077","Retail","Maseru","28","6","129472","134111","2","454","72","1.21","2024-11-11"
"588","Biz_7801","Healthcare","Maseru","22","5","141860","145409","10","160","57","0.2","2021-04-01"
"589","Biz_4607","Healthcare","Berea","26","7","52960","3817","1","397","66","1.07","2022-02-22"
"590","Biz_0706","Healthcare","Leribe","28","1","80032","58484","19","209","4","0.78","2022-09-24"
"591","Biz_9616","Retail","Maseru","22","5","112362","34028","8","295","52","1.26","2021-02-10"
"592","Biz_7380","Retail","Leribe","34","1","138974","114340","11","81","94","0.11","2024-12-20"
"593","Biz_2875","Education","Maseru","20","1","43879","138037","13","23","42","1.37","2024-11-03"
"594","Biz_0446","Retail","Mafeteng","19","1","168100","73518","15","371","4","1.99","2022-08-03"
"595","Biz_0838","Technology","Mafeteng","28","0","107547","78696","14","129","3","1.08","2024-09-24"
"596","Biz_8923","Agriculture","Maseru","26","4","152796","74103","16","124","89","1.55","2023-04-03"
"597","Biz_7971","Technology","Maseru","22","7","120251","94878","7","318","13","0.26","2022-01-09"
"598","Biz_4309","Retail","Leribe","27","0","10908","66617","12","496","62","0.81","2021-09-29"
"599","Biz_4112","Education","Berea","22","5","144539","62729","2","40","80","2","2021-04-09"
"600","Biz_7813","Retail","Berea","32","1","176345","4039","12","499","3","1.45","2024-10-27"
"601","Biz_4895","Technology","Leribe","24","1","141101","7079","12","116","45","0.82","2025-04-19"
"602","Biz_1289","Healthcare","Maseru","18","5","150589","84888","13","297","88","0.21","2025-05-30"
"603","Biz_8252","Agriculture","Mafeteng","29","3","70700","91364","7","147","19","1.45","2023-07-20"
"604","Biz_4059","Retail","Berea","25","7","189443","68726","5","14","29","1.16","2025-03-27"
"605","Biz_2842","Agriculture","Leribe","28","3","144323","75601","10","444","11","1.5","2022-02-24"
"606","Biz_0741","Retail","Mafeteng","29","2","53176","28272","10","60","69","1.79","2025-10-06"
"607","Biz_3103","Healthcare","Berea","20","0","101256","25693","1","396","72","1.33","2025-08-04"
"608","Biz_1582","Education","Leribe","19","7","36836","121020","17","234","47","0.17","2021-07-28"
"609","Biz_7536","Education","Mafeteng","28","2","173527","66040","8","66","22","1.93","2022-01-23"
"610","Biz_1630","Healthcare","Berea","25","1","194826","100464","7","483","37","1.98","2025-01-22"
"611","Biz_3620","Retail","Mafeteng","30","7","133201","31262","4","140","46","0.95","2022-09-22"
"612","Biz_8525","Technology","Maseru","26","0","13004","33278","4","416","66","1.74","2023-01-25"
"613","Biz_4953","Retail","Leribe","19","0","29628","146872","10","246","39","1.85","2021-09-29"
"614","Biz_8283","Education","Leribe","32","6","23643","5394","3","245","51","1.19","2021-03-27"
"615","Biz_7697","Healthcare","Mafeteng","24","1","171856","132078","10","304","50","1.58","2021-03-19"
"616","Biz_7136","Healthcare","Mafeteng","33","4","77209","81285","17","473","8","0.27","2022-03-10"
"617","Biz_3845","Retail","Berea","27","1","133450","10708","8","26","67","0.09","2024-12-05"
"618","Biz_5859","Healthcare","Maseru","29","5","87474","109330","16","147","16","1.89","2021-11-30"
"619","Biz_2774","Retail","Berea","25","7","31491","14401","17","287","34","1.83","2021-07-21"
"620","Biz_1960","Retail","Mafeteng","34","0","137003","67598","7","441","95","1.47","2025-07-31"
"621","Biz_2675","Education","Berea","34","0","156660","25569","4","208","72","0.16","2022-05-14"
"622","Biz_9734","Retail","Leribe","27","7","65428","130752","3","405","35","0.89","2022-09-09"
"623","Biz_7341","Education","Leribe","21","7","83178","83074","4","266","14","0.43","2025-11-07"
"624","Biz_7596","Retail","Berea","33","6","68043","78764","18","254","83","0.74","2023-10-08"
"625","Biz_6313","Education","Mafeteng","20","7","37506","142455","16","358","95","0.94","2023-11-25"
"626","Biz_9441","Retail","Leribe","24","1","112021","41673","4","117","8","0.88","2023-11-03"
"627","Biz_7219","Agriculture","Leribe","26","0","132478","77019","6","141","5","1.22","2021-06-28"
"628","Biz_1959","Retail","Berea","21","4","58188","140334","19","40","77","1.21","2024-10-05"
"629","Biz_2575","Retail","Berea","34","1","27420","125734","13","278","14","0.08","2025-09-09"
"630","Biz_5608","Agriculture","Leribe","24","4","28713","96989","13","451","40","0.91","2021-07-27"
"631","Biz_9988","Education","Mafeteng","34","5","65151","5060","12","5","20","0.2","2021-04-01"
"632","Biz_7361","Healthcare","Leribe","26","4","148975","7468","10","407","36","1.28","2024-05-27"
"633","Biz_9170","Healthcare","Leribe","32","4","74838","11380","9","305","21","1.1","2024-03-25"
"634","Biz_5169","Technology","Maseru","28","4","25803","79395","19","391","35","0.69","2021-11-27"
"635","Biz_9609","Retail","Leribe","25","7","92850","86668","19","266","26","0.98","2022-08-18"
"636","Biz_9567","Technology","Maseru","19","2","117870","32526","10","470","99","1.2","2022-10-28"
"637","Biz_9485","Healthcare","Leribe","18","3","37323","1195","3","422","8","0.56","2024-06-25"
"638","Biz_9236","Technology","Mafeteng","26","7","164774","109304","19","47","82","0.08","2021-09-02"
"639","Biz_7001","Healthcare","Leribe","29","6","199304","103352","19","65","22","0.79","2023-12-10"
"640","Biz_2924","Education","Leribe","34","4","59287","129175","5","292","74","0.5","2024-03-27"
"641","Biz_2163","Education","Leribe","30","4","63430","83756","1","156","99","1.15","2021-03-11"
"642","Biz_9510","Education","Leribe","21","7","153461","140305","18","390","1","0.97","2021-08-04"
"643","Biz_9483","Technology","Leribe","22","0","110613","35397","8","259","5","1.28","2022-03-03"
"644","Biz_0261","Agriculture","Leribe","34","2","167357","124293","18","30","31","0.76","2023-09-24"
"645","Biz_3793","Healthcare","Mafeteng","24","5","40664","127034","2","89","28","1.97","2024-06-24"
"646","Biz_5002","Technology","Berea","28","5","126052","58930","7","314","48","0.41","2025-01-22"
"647","Biz_1521","Agriculture","Maseru","28","6","33085","98917","6","10","86","0.06","2024-07-18"
"648","Biz_3910","Agriculture","Berea","30","3","7640","22807","3","498","59","0.53","2021-10-06"
"649","Biz_1582","Agriculture","Berea","30","2","152602","97872","4","83","32","0.32","2024-12-09"
"650","Biz_3179","Healthcare","Mafeteng","32","1","23795","128933","13","376","99","1.61","2020-12-23"
"651","Biz_7222","Healthcare","Maseru","29","2","60791","77657","11","453","79","1.98","2022-12-19"
"652","Biz_4107","Retail","Berea","23","7","18779","90776","9","499","94","1.16","2021-07-19"
"653","Biz_6630","Education","Mafeteng","29","0","155244","8677","2","171","70","0.4","2025-01-08"
"654","Biz_7264","Education","Maseru","19","0","126883","142464","3","239","15","1.69","2025-03-06"
"655","Biz_2634","Technology","Leribe","28","1","83965","93502","17","70","60","0.18","2023-06-06"
"656","Biz_2156","Healthcare","Mafeteng","34","5","12105","13591","1","444","94","1.28","2025-01-12"
"657","Biz_5420","Education","Mafeteng","27","5","192931","131491","14","184","35","0.19","2024-04-28"
"658","Biz_2282","Education","Mafeteng","30","1","39145","50940","15","110","2","1.6","2023-06-25"
"659","Biz_6305","Technology","Berea","32","6","53475","116126","14","162","12","0.71","2021-04-22"
"660","Biz_0340","Technology","Maseru","18","3","69164","62625","3","163","11","0.82","2023-12-28"
"661","Biz_6777","Technology","Maseru","26","3","124217","146953","19","425","13","0.47","2022-02-15"
"662","Biz_6626","Technology","Leribe","19","5","181681","109192","7","438","85","1.12","2025-02-12"
"663","Biz_5070","Retail","Maseru","26","7","184321","121154","11","413","59","0.25","2021-02-08"
"664","Biz_3079","Technology","Mafeteng","34","3","183280","35280","9","329","59","0.06","2023-07-29"
"665","Biz_2646","Retail","Berea","27","1","22481","113014","1","235","73","1.6","2025-11-13"
"666","Biz_1966","Technology","Maseru","19","0","122867","19878","3","187","4","1.4","2022-06-14"
"667","Biz_7631","Retail","Leribe","23","7","121176","129516","15","369","81","0.15","2024-03-04"
"668","Biz_2641","Healthcare","Maseru","18","7","129772","108443","16","498","64","1.64","2023-10-25"
"669","Biz_1133","Agriculture","Maseru","19","4","23713","10445","7","375","79","1.89","2022-12-09"
"670","Biz_4563","Education","Maseru","32","3","6701","146920","18","43","5","1.47","2022-05-31"
"671","Biz_4183","Retail","Berea","32","4","195047","97540","5","388","97","1.28","2024-12-18"
"672","Biz_9443","Agriculture","Mafeteng","29","0","95816","11400","7","407","87","1.21","2022-02-13"
"673","Biz_6757","Technology","Maseru","33","7","90646","110164","8","332","74","0.56","2022-11-02"
"674","Biz_3686","Agriculture","Mafeteng","23","4","153398","79845","2","106","27","0.7","2023-05-19"
"675","Biz_4397","Healthcare","Berea","33","0","41246","70051","6","277","76","1.62","2024-07-23"
"676","Biz_8571","Agriculture","Leribe","32","5","189487","17176","6","209","47","1.03","2025-01-18"
"677","Biz_3749","Technology","Leribe","24","7","70658","113329","2","273","25","1.81","2024-11-13"
"678","Biz_9646","Technology","Leribe","29","1","20112","69298","8","388","4","1","2025-11-01"
"679","Biz_5454","Technology","Leribe","32","0","83062","115011","9","416","13","1.06","2022-03-25"
"680","Biz_2899","Healthcare","Maseru","21","7","108047","95961","19","299","49","0.21","2025-03-15"
"681","Biz_4772","Healthcare","Leribe","22","2","52019","136508","2","227","4","1.36","2023-06-10"
"682","Biz_4407","Agriculture","Mafeteng","24","0","101705","34879","10","338","19","1.05","2021-06-14"
"683","Biz_3376","Healthcare","Berea","22","6","61664","12878","18","37","25","0.48","2023-07-06"
"684","Biz_2707","Education","Mafeteng","23","6","7309","4892","11","464","58","0.26","2025-08-08"
"685","Biz_9026","Technology","Berea","21","2","42550","113782","7","80","40","0.27","2023-03-15"
"686","Biz_0815","Retail","Berea","25","4","160251","70219","7","213","64","0.52","2022-05-22"
"687","Biz_3014","Agriculture","Maseru","33","3","17389","108435","17","376","68","0.72","2021-10-31"
"688","Biz_5230","Agriculture","Mafeteng","26","3","169391","109292","11","427","48","0.08","2023-05-28"
"689","Biz_2644","Retail","Berea","18","6","123726","752","4","76","31","0.9","2023-04-08"
"690","Biz_5831","Healthcare","Maseru","31","0","105111","135668","12","292","65","0.19","2024-02-24"
"691","Biz_9742","Agriculture","Leribe","33","2","155600","101625","7","340","36","0.11","2023-08-03"
"692","Biz_1687","Retail","Berea","24","1","87439","52010","7","198","74","0.77","2024-01-11"
"693","Biz_5266","Retail","Leribe","19","6","187681","139017","18","124","99","1.04","2023-06-20"
"694","Biz_2284","Technology","Berea","23","5","101020","68112","9","350","47","1.08","2024-08-07"
"695","Biz_6702","Education","Leribe","26","0","139568","55922","11","270","14","0.79","2025-01-12"
"696","Biz_5762","Agriculture","Berea","31","7","187416","67779","18","57","38","1.55","2025-05-21"
"697","Biz_2966","Technology","Maseru","18","7","14980","98013","13","246","3","1.28","2024-03-07"
"698","Biz_3198","Technology","Mafeteng","29","0","75929","93354","10","326","68","1.51","2025-08-02"
"699","Biz_1960","Technology","Maseru","21","2","93545","141186","16","484","10","0.34","2023-01-27"
"700","Biz_0072","Technology","Maseru","29","7","96684","21301","3","35","57","0.43","2023-04-01"
"701","Biz_6399","Agriculture","Leribe","33","6","67181","107487","17","316","85","1.1","2020-11-26"
"702","Biz_6159","Healthcare","Leribe","27","0","111827","98103","8","296","87","0.98","2021-09-05"
"703","Biz_8956","Technology","Maseru","21","7","164320","112989","13","483","59","1.03","2021-12-13"
"704","Biz_8727","Healthcare","Berea","24","1","164318","105796","10","294","62","0.81","2021-12-30"
"705","Biz_3396","Education","Mafeteng","23","0","128670","85011","9","386","21","1.16","2024-12-06"
"706","Biz_8568","Retail","Maseru","27","0","177932","46066","3","237","82","1.47","2023-03-20"
"707","Biz_9952","Education","Berea","31","2","49004","25424","1","239","38","0.75","2023-11-10"
"708","Biz_8414","Healthcare","Mafeteng","28","5","126242","8371","14","433","60","0.5","2025-02-11"
"709","Biz_3663","Healthcare","Mafeteng","31","4","17487","59573","11","417","85","1.08","2025-06-25"
"710","Biz_4669","Technology","Maseru","19","3","94949","11094","4","351","6","1.42","2024-04-18"
"711","Biz_1344","Healthcare","Berea","24","0","23466","43613","7","442","83","1.97","2023-06-29"
"712","Biz_4139","Agriculture","Maseru","29","1","15852","27303","9","44","62","1.8","2021-12-14"
"713","Biz_5872","Retail","Leribe","22","4","120472","142110","15","445","13","1.19","2021-04-18"
"714","Biz_4407","Healthcare","Leribe","18","1","35028","68325","7","233","93","0.37","2025-06-29"
"715","Biz_6887","Technology","Berea","26","4","99229","102743","15","68","84","1.42","2021-11-18"
"716","Biz_5692","Technology","Mafeteng","24","6","184592","149874","5","357","69","0.75","2024-10-16"
"717","Biz_1519","Retail","Mafeteng","28","2","27914","75838","10","242","77","0.69","2022-04-04"
"718","Biz_5382","Technology","Maseru","21","6","16409","21570","13","336","77","0.06","2021-11-26"
"719","Biz_0880","Agriculture","Leribe","23","1","43221","114208","17","393","28","0.95","2022-04-20"
"720","Biz_0524","Technology","Maseru","28","1","162467","131795","11","343","10","1.85","2021-12-13"
"721","Biz_3932","Technology","Maseru","34","1","128684","86937","3","392","46","1.94","2022-09-28"
"722","Biz_2438","Education","Maseru","28","6","77481","9880","10","221","5","1.12","2024-06-25"
"723","Biz_4223","Education","Berea","31","2","15454","45080","2","294","92","1.59","2022-11-10"
"724","Biz_5397","Education","Leribe","18","2","113092","48582","7","322","10","1.52","2022-11-19"
"725","Biz_5523","Technology","Berea","33","3","38970","48360","9","359","70","1.24","2021-12-23"
"726","Biz_7964","Technology","Leribe","19","6","5794","47646","1","377","70","1.35","2023-03-08"
"727","Biz_0560","Agriculture","Leribe","24","3","178835","139830","19","113","96","0.09","2023-08-13"
"728","Biz_2494","Technology","Mafeteng","31","5","81333","57930","16","232","25","0.09","2023-01-31"
"729","Biz_0922","Retail","Leribe","24","4","185270","92334","7","368","9","0.11","2024-04-26"
"730","Biz_7277","Agriculture","Berea","25","2","24370","125729","11","70","55","1.15","2021-05-23"
"731","Biz_6032","Education","Berea","19","4","60154","7107","13","417","60","1.68","2024-06-08"
"732","Biz_7133","Agriculture","Mafeteng","20","1","109817","46143","12","45","54","0.46","2022-04-03"
"733","Biz_7021","Agriculture","Mafeteng","34","1","91732","40044","11","396","37","1.54","2024-01-11"
"734","Biz_4283","Education","Maseru","30","1","66818","91614","14","339","62","1.48","2023-06-28"
"735","Biz_3867","Agriculture","Maseru","31","5","91625","88150","2","200","30","0.52","2025-07-23"
"736","Biz_8603","Technology","Berea","22","1","122936","89799","9","373","17","0.18","2023-12-28"
"737","Biz_9718","Education","Leribe","21","0","36733","85413","14","127","74","0.56","2025-02-16"
"738","Biz_8011","Education","Maseru","23","2","89729","24319","17","60","15","0.79","2024-01-02"
"739","Biz_6588","Retail","Leribe","18","4","97845","98469","3","398","83","0.13","2024-07-08"
"740","Biz_5792","Agriculture","Mafeteng","21","1","164474","110337","8","43","26","1.65","2024-03-01"
"741","Biz_9152","Technology","Mafeteng","26","2","122639","108708","13","21","70","0.48","2022-12-29"
"742","Biz_5461","Technology","Berea","30","1","9211","101896","4","467","27","1.67","2024-04-29"
"743","Biz_9662","Retail","Maseru","30","1","131946","46692","19","295","30","1.28","2021-11-25"
"744","Biz_0088","Retail","Maseru","18","4","42855","22479","9","147","78","1.31","2025-09-27"
"745","Biz_3812","Education","Leribe","28","4","58581","5897","2","70","36","1.88","2023-07-26"
"746","Biz_4458","Healthcare","Mafeteng","22","6","35462","149495","5","78","63","1.59","2023-03-06"
"747","Biz_7064","Retail","Mafeteng","34","0","80653","53466","4","467","58","0.73","2023-09-30"
"748","Biz_5903","Retail","Berea","30","7","149581","57380","1","90","17","1.91","2022-01-17"
"749","Biz_8142","Retail","Maseru","20","5","154717","147870","14","340","99","0.54","2022-07-17"
"750","Biz_5128","Agriculture","Leribe","33","5","151178","37737","19","486","24","0.44","2021-08-21"
"751","Biz_1225","Technology","Maseru","24","1","29553","116550","6","329","45","1.7","2021-02-02"
"752","Biz_7092","Retail","Mafeteng","26","3","199104","27985","11","169","17","1.03","2021-08-16"
"753","Biz_1534","Technology","Maseru","19","5","149747","60348","17","240","42","1.14","2022-12-11"
"754","Biz_1064","Healthcare","Maseru","23","6","198699","100309","17","116","35","1.56","2023-10-09"
"755","Biz_5302","Education","Mafeteng","33","5","85044","123507","17","417","43","0.73","2023-06-17"
"756","Biz_6933","Education","Leribe","34","3","59607","14826","17","204","85","1.77","2022-06-19"
"757","Biz_2010","Education","Berea","29","1","184014","11633","8","63","97","1.24","2025-05-13"
"758","Biz_4286","Agriculture","Berea","27","6","95884","99047","18","94","13","0.06","2021-04-18"
"759","Biz_5727","Healthcare","Berea","22","3","140441","33390","11","102","83","0.19","2022-10-16"
"760","Biz_7548","Retail","Leribe","29","2","78963","124479","15","463","11","1.78","2025-03-30"
"761","Biz_6921","Retail","Mafeteng","18","1","101859","53197","15","114","11","1.1","2022-07-22"
"762","Biz_6847","Agriculture","Berea","19","6","185896","82382","11","171","79","0.55","2025-09-28"
"763","Biz_1575","Technology","Leribe","28","6","54370","18010","19","27","13","1.84","2023-08-02"
"764","Biz_9686","Education","Maseru","28","3","40332","11108","9","355","5","1","2020-12-20"
"765","Biz_3385","Healthcare","Leribe","22","7","129388","3365","2","11","73","1.73","2023-03-01"
"766","Biz_0766","Education","Mafeteng","33","2","143561","94712","8","72","93","0.33","2025-10-10"
"767","Biz_9639","Agriculture","Berea","20","0","154383","118032","1","415","62","1.84","2021-06-17"
"768","Biz_7389","Education","Maseru","23","7","100912","74910","9","69","97","0.22","2024-08-24"
"769","Biz_9987","Retail","Maseru","31","6","34856","128312","9","191","98","1.88","2021-07-16"
"770","Biz_5381","Technology","Leribe","22","6","88128","57400","4","45","70","1.61","2022-07-16"
"771","Biz_4821","Healthcare","Mafeteng","24","6","146590","66752","16","354","63","1.24","2022-04-25"
"772","Biz_2391","Retail","Mafeteng","29","6","79875","50491","10","393","53","1.12","2022-04-21"
"773","Biz_2237","Healthcare","Leribe","24","7","164892","65787","6","454","83","0.88","2022-09-22"
"774","Biz_1347","Healthcare","Mafeteng","20","7","43404","74262","12","269","46","1.43","2023-10-23"
"775","Biz_3079","Technology","Mafeteng","20","0","161611","13046","14","443","50","0.15","2024-05-13"
"776","Biz_0515","Technology","Berea","25","2","132977","3969","18","7","46","1.75","2025-01-20"
"777","Biz_2086","Agriculture","Berea","34","3","15612","81682","4","226","49","0.62","2022-04-11"
"778","Biz_4114","Retail","Berea","24","1","86966","32227","8","413","8","0.79","2024-03-27"
"779","Biz_0839","Technology","Maseru","31","3","149851","96485","17","341","45","0.8","2025-04-10"
"780","Biz_5529","Agriculture","Maseru","33","7","155425","105934","12","219","28","1.99","2024-02-27"
"781","Biz_5987","Healthcare","Maseru","26","4","45385","61882","1","424","55","1.78","2021-08-29"
"782","Biz_5132","Education","Maseru","26","6","72066","30271","14","438","51","1.5","2022-04-03"
"783","Biz_5515","Agriculture","Leribe","25","1","133217","127950","6","448","13","0.37","2022-10-18"
"784","Biz_7239","Agriculture","Maseru","21","1","11996","94892","13","21","62","0.96","2025-06-30"
"785","Biz_2131","Agriculture","Leribe","20","1","102007","123581","17","12","39","1.75","2022-11-19"
"786","Biz_0666","Technology","Mafeteng","31","3","131451","138174","17","302","38","0.33","2023-02-22"
"787","Biz_3952","Technology","Berea","32","2","110300","37891","2","333","57","0.49","2025-07-03"
"788","Biz_5190","Healthcare","Maseru","21","3","72647","22269","15","344","51","0.3","2021-07-24"
"789","Biz_4120","Technology","Berea","18","5","181899","69279","10","274","29","1.94","2022-11-27"
"790","Biz_1694","Retail","Berea","20","6","160620","109524","5","155","27","1.78","2023-02-24"
"791","Biz_6454","Technology","Leribe","33","1","122946","88928","6","444","88","0.14","2024-03-04"
"792","Biz_4817","Retail","Maseru","31","1","153070","89716","5","86","86","0.62","2025-07-06"
"793","Biz_9908","Education","Mafeteng","18","1","24878","23711","17","452","42","1.48","2024-01-23"
"794","Biz_4215","Agriculture","Leribe","24","3","70137","17327","12","396","71","1.74","2021-02-11"
"795","Biz_2158","Education","Maseru","23","1","189260","38682","15","312","18","1.72","2024-12-08"
"796","Biz_6689","Agriculture","Mafeteng","20","5","128843","61371","8","204","65","1.69","2024-09-06"
"797","Biz_6549","Technology","Leribe","29","6","120933","130114","3","171","80","0.48","2021-04-20"
"798","Biz_0569","Healthcare","Berea","33","1","174846","72314","16","368","54","0.89","2024-02-08"
"799","Biz_6610","Agriculture","Berea","23","6","28532","72395","14","438","9","1.03","2025-09-25"
"800","Biz_5773","Healthcare","Berea","30","1","108623","134648","3","281","3","0.78","2025-05-06"
"801","Biz_8231","Retail","Leribe","24","4","128823","130617","5","43","5","0.3","2025-06-16"
"802","Biz_6008","Technology","Maseru","26","7","194411","73150","17","21","5","0.62","2024-05-13"
"803","Biz_4241","Healthcare","Leribe","31","4","32296","22794","9","402","39","0.35","2025-03-26"
"804","Biz_0118","Agriculture","Berea","30","3","70589","124482","13","300","24","0.74","2024-05-16"
"805","Biz_8152","Education","Maseru","25","1","69886","115987","18","254","68","1.71","2024-11-10"
"806","Biz_9523","Agriculture","Maseru","27","1","183148","69939","13","186","62","0.15","2022-12-23"
"807","Biz_2245","Education","Berea","31","6","53571","66094","10","16","6","0.65","2024-04-30"
"808","Biz_0927","Retail","Mafeteng","32","1","119537","118941","2","30","34","0.29","2024-03-28"
"809","Biz_6952","Technology","Maseru","23","5","9370","71961","1","225","52","0.2","2021-02-22"
"810","Biz_3921","Technology","Mafeteng","31","7","123071","77536","4","309","21","0.2","2025-04-06"
"811","Biz_1983","Retail","Mafeteng","29","1","128142","24289","2","453","66","1.51","2022-01-22"
"812","Biz_9236","Agriculture","Berea","32","2","116357","33487","16","64","33","0.13","2024-02-29"
"813","Biz_3341","Technology","Berea","18","1","161282","132163","6","148","87","1.37","2022-03-01"
"814","Biz_5536","Education","Leribe","33","3","35082","43613","13","198","39","0.42","2024-05-22"
"815","Biz_3387","Retail","Leribe","18","1","126822","55205","1","318","90","0.62","2025-01-06"
"816","Biz_4849","Retail","Mafeteng","22","3","14865","106994","14","34","63","0.39","2025-03-22"
"817","Biz_0864","Healthcare","Leribe","31","4","173000","65449","15","75","96","1.86","2023-03-02"
"818","Biz_2345","Agriculture","Berea","29","4","153442","140271","12","205","84","0.87","2022-01-21"
"819","Biz_3694","Retail","Berea","30","6","51617","25006","6","458","55","0.24","2021-03-06"
"820","Biz_5399","Retail","Mafeteng","32","7","18305","116010","18","209","44","0.25","2024-07-15"
"821","Biz_9007","Agriculture","Berea","21","4","157697","23508","19","492","88","1.82","2023-11-27"
"822","Biz_5091","Agriculture","Leribe","27","0","94290","58660","14","119","84","0.07","2022-11-13"
"823","Biz_6292","Healthcare","Leribe","31","0","165631","111225","12","102","2","0.51","2023-07-17"
"824","Biz_2958","Agriculture","Berea","25","1","42833","109701","12","289","45","0.54","2021-07-03"
"825","Biz_9763","Retail","Leribe","18","3","196145","78147","19","62","96","0.05","2021-11-21"
"826","Biz_5321","Technology","Berea","30","0","90814","88240","1","175","97","1.74","2024-02-10"
"827","Biz_9773","Education","Mafeteng","21","5","78615","411","3","466","82","1.15","2022-12-08"
"828","Biz_2780","Technology","Mafeteng","25","2","78902","143964","2","76","58","1","2023-12-17"
"829","Biz_2900","Retail","Maseru","31","6","94523","98570","18","152","40","1.3","2025-08-21"
"830","Biz_6126","Technology","Berea","23","1","111083","133603","5","354","20","0.76","2023-07-20"
"831","Biz_6247","Retail","Mafeteng","25","5","26946","66118","17","477","30","1.47","2025-03-27"
"832","Biz_0027","Technology","Leribe","21","5","117737","102644","6","199","36","0.59","2023-12-25"
"833","Biz_6094","Retail","Maseru","20","0","11253","60801","10","247","40","1.85","2025-09-01"
"834","Biz_4972","Agriculture","Leribe","22","2","188383","18440","10","137","3","1.83","2024-11-09"
"835","Biz_6910","Retail","Mafeteng","32","2","23435","91211","6","227","91","0.63","2021-10-23"
"836","Biz_8138","Healthcare","Berea","29","1","31227","29446","3","17","70","0.39","2021-01-15"
"837","Biz_3807","Agriculture","Maseru","30","1","55471","83767","8","469","53","1.08","2021-10-28"
"838","Biz_5276","Retail","Maseru","19","3","165634","37702","16","48","52","1.64","2022-05-13"
"839","Biz_2055","Agriculture","Leribe","21","5","137134","11925","1","87","25","0.94","2023-06-05"
"840","Biz_1248","Education","Maseru","25","7","50745","133225","9","125","46","1.43","2025-08-10"
"841","Biz_0222","Agriculture","Leribe","23","6","82718","120184","1","37","59","1.85","2021-09-15"
"842","Biz_2386","Education","Berea","21","4","25649","69008","1","264","26","1.3","2023-09-23"
"843","Biz_8480","Agriculture","Maseru","22","1","194065","102496","4","87","22","0.26","2021-11-07"
"844","Biz_7955","Healthcare","Leribe","19","5","183532","94835","12","273","51","1.71","2025-08-11"
"845","Biz_8716","Healthcare","Leribe","28","5","80052","16684","13","166","30","1.29","2024-08-23"
"846","Biz_8792","Healthcare","Berea","24","0","48641","52916","12","419","51","0.07","2025-10-17"
"847","Biz_2577","Agriculture","Berea","27","0","180438","63499","3","229","86","1.69","2024-04-27"
"848","Biz_6270","Education","Maseru","19","2","172639","101726","9","25","45","0.29","2024-05-20"
"849","Biz_0347","Technology","Mafeteng","33","2","130873","108583","1","191","70","0.21","2024-05-22"
"850","Biz_9297","Technology","Maseru","33","7","38673","17019","8","228","30","0.97","2024-03-26"
"851","Biz_7638","Education","Berea","25","5","96813","13884","4","289","58","1.45","2021-12-09"
"852","Biz_8544","Agriculture","Berea","23","2","95533","149035","4","282","44","1.07","2022-05-21"
"853","Biz_5396","Education","Mafeteng","24","4","36730","75616","17","99","84","0.23","2023-03-18"
"854","Biz_7921","Retail","Maseru","31","0","49528","112348","3","113","98","1.25","2021-06-20"
"855","Biz_6122","Technology","Leribe","33","7","105598","15222","7","200","67","1.6","2021-04-22"
"856","Biz_5684","Retail","Mafeteng","32","1","159843","57987","8","105","6","0.33","2023-03-27"
"857","Biz_0850","Healthcare","Mafeteng","20","4","81910","118087","7","101","58","0.69","2024-05-29"
"858","Biz_3776","Healthcare","Leribe","22","4","53638","57062","7","248","52","0.45","2024-04-17"
"859","Biz_0248","Technology","Mafeteng","26","3","164853","28797","10","211","59","0.83","2025-04-22"
"860","Biz_5638","Education","Mafeteng","23","6","179508","104529","8","472","6","1.42","2022-06-19"
"861","Biz_6787","Retail","Maseru","20","3","126457","40089","1","5","92","0.29","2024-12-20"
"862","Biz_0763","Technology","Leribe","18","3","186706","85531","16","412","11","1.12","2023-11-24"
"863","Biz_9826","Agriculture","Mafeteng","29","2","197541","105941","15","137","58","0.15","2023-01-30"
"864","Biz_2878","Retail","Leribe","34","7","94554","22180","11","145","74","1.77","2021-03-13"
"865","Biz_4138","Healthcare","Mafeteng","26","3","32746","53923","14","377","55","0.14","2023-07-02"
"866","Biz_8238","Technology","Mafeteng","33","5","123986","3943","9","230","87","0.76","2024-08-31"
"867","Biz_8656","Agriculture","Mafeteng","28","4","199079","54664","1","146","73","1.28","2022-07-31"
"868","Biz_3718","Technology","Maseru","25","7","150539","77255","11","386","68","1.04","2021-10-30"
"869","Biz_8956","Technology","Maseru","32","1","46637","43842","9","36","46","1.75","2023-11-27"
"870","Biz_3881","Agriculture","Mafeteng","28","3","55755","5106","19","296","59","1.96","2024-05-18"
